applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-01235,0,EU,Majority,44,66468.62,6.67,0.389,11.77,4,0,21265.85,home_improvement,0,0.3423,0.4332817862967542,0
A00-01236,0,US,Majority,55,21762.78,1.36,0.234,9.77,1,0,5372.08,auto,0,0.4095,0.37660182985404517,0
A00-01237,0,EU,Majority,25,37886.05,7.92,0.378,11.42,1,0,30215.07,personal,1,0.3965,0.42900933882121356,0
A00-01238,0,EU,Majority,27,61009.22,6.3,0.395,11.55,0,0,23407.39,home_improvement,0,0.6592,0.6705195968138603,1
A00-01239,0,US,Majority,34,47579.88,11.75,0.446,0.5,1,0,27710.63,home_improvement,1,0.217,0.2097051332820147,0
A00-01240,0,US,Minority,34,76968.48,2.52,0.405,8.68,2,0,38738.11,home_improvement,1,0.4366,0.5165746349193904,0
A00-01241,0,US,Majority,61,43609.6,6.74,0.465,7.86,1,0,27641.72,personal,1,0.3022,0.3187525473068032,0
A00-01242,0,EU,Majority,50,58975.22,4.28,0.496,6.5,0,0,30944.22,auto,0,0.4562,0.4202313999222317,0
A00-01243,0,US,Majority,49,59721.5,1.5,0.361,7.72,1,0,16120.34,personal,1,0.456,0.40894363004486173,0
A00-01244,0,US,Majority,36,91390.12,1.14,0.368,2.28,1,0,33242.51,personal,0,0.466,0.40725923864699515,0
A00-01245,0,EU,Majority,36,56943.46,13.12,0.263,1.28,3,0,22407.94,home_improvement,0,0.2278,0.24720331138541918,0
A00-01246,0,US,Majority,23,77095.83,6.75,0.211,13.49,0,0,13043.6,home_improvement,1,0.8601,0.8543212292865963,1
A00-01247,0,EU,Majority,48,72218.42,5.11,0.484,10.35,1,0,31728.62,personal,1,0.5122,0.5239069549991825,0
A00-01248,0,US,Minority,44,78662.48,1.85,0.448,0.5,0,0,38238.83,auto,0,0.4223,0.35507907362423197,0
A00-01249,0,US,Minority,53,77654.09,12.68,0.457,4.79,3,0,36077.75,home_improvement,0,0.287,0.36102279551248295,0
A00-01250,0,US,Majority,37,67864.64,3.57,0.259,12.02,2,0,42815.02,auto,0,0.5657,0.6528529901810574,1
A00-01251,0,US,Majority,37,36270.4,6.94,0.525,7.38,0,0,30735.16,personal,1,0.2969,0.2841731026881899,0
A00-01252,0,US,Majority,41,64096.92,6.15,0.303,13.48,0,0,32380.33,personal,1,0.7247,0.7537546290059001,1
A00-01253,0,EU,Majority,49,68120.84,16.11,0.234,12.7,1,0,33989.13,auto,1,0.7553,0.8033109257692106,1
A00-01254,0,US,Majority,23,73934.18,5.72,0.261,3.07,1,0,21500.11,home_improvement,0,0.5088,0.4714636771271551,0
A00-01255,0,US,Minority,47,47486.45,4.11,0.564,6.53,0,1,12533.09,personal,0,0.1476,0.11648679855185624,0
A00-01256,0,US,Minority,39,83177.12,6.81,0.242,5.31,4,0,27198.29,personal,0,0.3303,0.3518562671038635,0
A00-01257,0,US,Minority,27,61758.77,7.26,0.285,1.54,1,0,38038.51,auto,0,0.3667,0.3438239066608224,0
A00-01258,0,EU,Majority,21,51010.55,22.48,0.678,2.68,2,0,20632.26,home_improvement,0,0.1716,0.15284956235774538,0
A00-01259,0,US,Minority,37,52793.67,5.66,0.488,3.88,0,0,30133.42,home_improvement,0,0.3415,0.33416971636424336,0
A00-01260,0,EU,Majority,55,105142.31,2.46,0.242,5.94,2,0,29025.59,home_improvement,1,0.6598,0.6919715661219946,1
A00-01261,0,US,Majority,57,81123.18,4.58,0.2,9.63,0,0,29239.67,auto,1,0.8054,0.8047636371750737,1
A00-01262,0,US,Majority,43,88420.67,6.8,0.129,12.68,1,1,19668.99,home_improvement,1,0.6477,0.7166537329119894,1
A00-01263,0,US,Minority,61,41709.85,7.56,0.387,9.15,1,0,25999.99,auto,0,0.4112,0.432891893298482,0
A00-01264,0,US,Majority,39,55412.24,1.72,0.417,11.5,1,0,20118.62,auto,0,0.5306,0.503194502171598,0
A00-01265,0,EU,Minority,49,48552.98,4.23,0.557,6.03,1,1,40390.17,personal,0,0.0796,0.09930303251327506,0
A00-01266,0,US,Majority,34,72003.48,15.58,0.103,10.91,0,0,38762.28,personal,1,0.8133,0.8482327590120582,1
A00-01267,0,US,Minority,33,58193.97,3.1,0.216,6.51,3,0,21504.99,personal,0,0.3091,0.31357526355227766,0
A00-01268,0,EU,Majority,32,59199.61,9.58,0.316,6.73,1,0,43167.88,home_improvement,0,0.4385,0.5328153140444951,0
A00-01269,0,EU,Majority,21,61582.68,4.68,0.665,16.09,1,0,28000.13,personal,0,0.5002,0.49951416121446024,0
A00-01270,0,EU,Minority,53,46413.33,5.87,0.481,0.5,1,0,10951.44,personal,0,0.1967,0.1349629293543461,0
A00-01271,0,EU,Majority,32,65083.05,1.89,0.375,1.01,1,0,28537.02,home_improvement,1,0.3055,0.2858736663964662,0
A00-01272,0,EU,Majority,30,89651.1,4.98,0.183,10.03,1,0,40643.62,auto,0,0.7729,0.7957628684001609,1
A00-01273,0,EU,Majority,26,39750.35,6.75,0.076,7.44,1,0,18414.33,auto,0,0.5442,0.5227038695251317,0
A00-01274,0,EU,Majority,37,75083.11,5.7,0.335,2.75,2,0,29443.73,auto,1,0.3771,0.34046742124602547,0
A00-01275,0,US,Majority,58,94721.76,5.18,0.318,4.28,4,0,13945.58,personal,0,0.3605,0.3276390986025047,0
A00-01276,0,EU,Majority,62,65019.45,8.16,0.298,4.8,0,0,13388.13,personal,1,0.5843,0.5086053983131421,0
A00-01277,0,US,Majority,21,58451.36,2.28,0.284,12.07,1,0,21508.78,auto,0,0.6356,0.6132131127396638,1
A00-01278,0,EU,Minority,35,79060.4,6.94,0.285,11.95,3,0,16993.15,home_improvement,0,0.5892,0.6389875135689443,1
A00-01279,0,EU,Majority,28,49799.78,1.06,0.213,15.06,2,0,22554.54,personal,0,0.5524,0.6024765240203757,1
A00-01280,0,US,Majority,50,68068.86,11.15,0.497,2.14,0,0,43675.24,personal,1,0.3589,0.3516549737900849,0
A00-01281,0,EU,Majority,42,48742.96,5.29,0.224,3.03,0,0,25591.77,personal,1,0.4272,0.386628846919427,0
A00-01282,0,EU,Majority,32,32968.08,9.21,0.297,2.76,1,0,31230.85,auto,0,0.2534,0.24383817420898785,0
A00-01283,0,US,Majority,40,65612.3,0.48,0.325,13.66,1,0,35429.37,personal,1,0.6101,0.6655785139048185,1
A00-01284,0,US,Minority,34,37495.49,8.46,0.46,8.77,1,1,14200.78,personal,0,0.1352,0.12813852679004387,0
A00-01285,0,EU,Minority,57,61278.26,3.48,0.273,7.42,0,0,18711.49,personal,1,0.6041,0.5645383516282919,1
A00-01286,0,EU,Majority,45,89685.56,5.89,0.447,9.42,1,0,36879.21,auto,1,0.6517,0.6539816291225911,1
A00-01287,0,US,Majority,46,103730.85,8.54,0.26,8.27,0,0,27865.38,auto,0,0.861,0.8359573480291236,1
A00-01288,0,US,Majority,21,70277.06,5.56,0.311,4.02,1,0,35695.49,personal,1,0.4228,0.3991071614301457,0
A00-01289,0,EU,Majority,38,87865.1,7.95,0.527,10.55,0,0,45711.43,personal,1,0.6598,0.6816343736747729,1
A00-01290,0,US,Majority,62,76080.29,4.73,0.214,7.76,1,0,10773.88,personal,0,0.6699,0.6235584488490117,1
A00-01291,0,US,Majority,54,61220.84,11.66,0.417,3.7,2,0,23123.66,auto,0,0.319,0.2921338716324082,0
A00-01292,0,US,Majority,21,31929.25,5.28,0.451,10.8,2,0,21953.7,personal,0,0.2413,0.24536547771704692,0
A00-01293,0,US,Majority,36,99403.35,5.35,0.367,6.8,2,0,24642.02,home_improvement,0,0.6054,0.6059703387766271,1
A00-01294,0,EU,Majority,26,48567.06,5.41,0.316,9.41,1,0,22425.87,personal,1,0.4555,0.43977426016956317,0
A00-01295,0,EU,Majority,58,94772.65,5.79,0.585,8.0,2,1,27125.23,auto,0,0.2451,0.24430432669855334,0
A00-01296,0,EU,Majority,42,78699.34,2.36,0.328,12.07,1,0,29690.32,personal,1,0.6715,0.6875261054303353,1
A00-01297,0,EU,Majority,31,49955.76,3.03,0.354,9.38,0,0,26228.49,auto,1,0.5593,0.527092879454827,0
A00-01298,0,US,Minority,39,67427.97,10.01,0.335,3.57,3,0,34483.29,auto,0,0.276,0.2908622061081838,0
A00-01299,0,US,Majority,21,109025.31,9.21,0.348,9.79,0,0,25860.4,personal,1,0.8556,0.8145760340612355,1
A00-01300,0,US,Majority,27,97677.4,8.87,0.446,9.92,0,0,37914.39,personal,1,0.7574,0.7416434337766218,1
A00-01301,0,US,Majority,39,58758.45,7.53,0.297,10.55,0,0,19752.36,personal,0,0.6682,0.6424169749283652,1
A00-01302,0,US,Minority,48,47972.37,4.17,0.122,11.24,3,1,16668.09,auto,0,0.2216,0.27922585074474204,0
A00-01303,0,US,Majority,21,70403.95,3.89,0.392,6.04,0,0,23679.29,home_improvement,0,0.5697,0.5284205444208103,0
A00-01304,0,US,Minority,35,58355.24,5.64,0.246,9.77,2,1,31018.38,auto,0,0.2373,0.29214714045564166,0
A00-01305,0,US,Minority,50,84295.01,10.91,0.464,0.5,1,0,37670.12,auto,0,0.4022,0.3598912131401574,0
A00-01306,0,EU,Majority,23,82552.19,6.52,0.33,8.02,0,0,37886.48,personal,1,0.6814,0.6675227205703113,1
A00-01307,0,EU,Majority,42,36347.41,2.92,0.443,7.4,3,0,27727.84,personal,0,0.1345,0.15409127100653325,0
A00-01308,0,EU,Majority,40,77214.83,2.01,0.216,14.29,1,0,35931.65,auto,1,0.7802,0.818352702451683,1
A00-01309,0,EU,Minority,58,58097.27,9.38,0.311,6.47,2,0,40158.12,personal,0,0.3267,0.4023259245206934,0
A00-01310,0,EU,Majority,36,69205.05,12.87,0.289,10.93,0,0,17504.9,personal,1,0.7616,0.7309622735778465,1
A00-01311,0,US,Minority,37,66229.92,1.65,0.197,0.5,0,0,25726.84,personal,0,0.4703,0.3917969955368179,0
A00-01312,0,EU,Majority,48,91275.85,9.56,0.463,7.09,0,0,50525.26,personal,0,0.625,0.6573111110376354,1
A00-01313,0,US,Majority,24,87078.07,7.43,0.135,5.11,3,0,32765.59,home_improvement,0,0.5064,0.5709673143102599,1
A00-01314,0,US,Majority,37,54254.89,3.4,0.462,18.4,2,0,28196.71,personal,0,0.5255,0.602589770429072,1
A00-01315,0,US,Minority,34,60386.37,6.58,0.426,4.43,3,0,34131.27,personal,0,0.1814,0.19409579741292785,0
A00-01316,0,US,Majority,37,59978.09,2.6,0.306,8.79,0,0,13650.54,personal,0,0.6214,0.5490712192661734,0
A00-01317,0,US,Majority,48,36544.93,5.03,0.371,9.01,1,0,19942.97,personal,0,0.3456,0.3438844040652509,0
A00-01318,0,EU,Minority,45,59421.96,5.84,0.413,0.74,2,0,16065.21,personal,0,0.2097,0.1595283134130387,0
A00-01319,0,EU,Minority,31,96550.33,11.59,0.327,5.0,1,0,26563.88,personal,1,0.659,0.6018379425818983,1
A00-01320,0,EU,Majority,41,35971.18,4.88,0.366,10.12,0,0,22623.6,personal,1,0.456,0.4470812175184434,0
A00-01321,0,EU,Majority,55,68042.83,3.66,0.418,8.84,1,0,24908.52,personal,0,0.4942,0.48411487840206946,0
A00-01322,0,US,Majority,30,67433.38,7.1,0.217,0.5,0,0,22059.08,auto,0,0.5492,0.4398624320058608,0
A00-01323,0,US,Minority,41,66966.97,8.08,0.417,4.83,1,1,10751.65,auto,0,0.2323,0.17928775871106076,0
A00-01324,0,EU,Majority,37,50208.23,3.57,0.02,12.58,4,0,32240.63,auto,0,0.4399,0.5715233385641254,1
A00-01325,0,US,Minority,38,34422.9,2.84,0.143,9.45,2,0,9692.02,personal,0,0.3906,0.3840046760924237,0
A00-01326,0,US,Majority,21,42306.64,3.02,0.398,13.37,1,0,20252.22,personal,1,0.4667,0.45925781520083336,0
A00-01327,0,US,Majority,55,93787.74,11.62,0.28,4.56,1,0,17916.75,home_improvement,1,0.6948,0.6763684210777037,1
A00-01328,0,EU,Majority,30,49828.97,7.87,0.228,13.62,2,0,16249.69,personal,0,0.5579,0.5806635147207185,1
A00-01329,0,EU,Majority,50,59008.32,4.68,0.324,8.32,0,1,25799.64,personal,0,0.2973,0.31163987203605276,0
A00-01330,0,US,Minority,32,101488.02,10.52,0.327,13.47,2,0,42094.37,personal,1,0.7509,0.8032144241695856,1
A00-01331,0,EU,Majority,32,54549.14,3.55,0.211,8.51,1,0,11094.48,personal,0,0.5512,0.49439613330719717,0
A00-01332,0,US,Majority,52,75005.59,5.51,0.133,0.5,0,0,19903.98,auto,0,0.6397,0.54855938595176,0
A00-01333,0,US,Minority,50,81712.42,2.56,0.139,10.5,2,0,8162.3,auto,1,0.7495,0.7150274083360989,1
A00-01334,0,US,Minority,41,80798.68,10.26,0.464,5.33,2,0,24108.43,personal,0,0.4005,0.36059104601747705,0
A00-01335,0,US,Minority,47,36200.05,3.36,0.324,5.6,1,1,26284.28,personal,0,0.1041,0.11753241748826923,0
A00-01336,0,EU,Majority,36,54946.3,3.41,0.446,2.69,1,0,31430.17,personal,0,0.2403,0.21308892095815807,0
A00-01337,0,US,Majority,39,74244.92,7.19,0.278,14.99,1,1,5046.53,personal,0,0.5589,0.5434938880056135,0
A00-01338,0,EU,Minority,32,98151.33,0.97,0.418,5.02,5,0,35390.22,home_improvement,0,0.2225,0.27837810426719645,0
A00-01339,0,US,Majority,49,54031.3,2.17,0.315,14.8,2,0,15269.44,auto,0,0.5856,0.6032883731554705,1
A00-01340,0,EU,Majority,31,59121.35,8.71,0.335,6.78,0,0,15384.73,personal,0,0.5742,0.4908232486860125,0
A00-01341,0,EU,Minority,55,69471.91,2.99,0.386,3.39,3,0,29410.31,personal,0,0.2124,0.21845923161452732,0
A00-01342,0,EU,Majority,36,80273.51,19.07,0.277,13.78,1,0,30291.68,auto,1,0.8263,0.8469227181009917,1
A00-01343,0,EU,Majority,39,81424.83,6.37,0.182,8.21,1,0,25237.58,personal,1,0.698,0.6875264423759562,1
A00-01344,0,EU,Minority,47,45419.24,1.56,0.467,6.85,3,0,16709.95,home_improvement,0,0.1731,0.19164877069534259,0
A00-01345,0,US,Majority,39,58391.09,0.68,0.521,3.37,0,0,26072.33,home_improvement,0,0.3332,0.299065922265622,0
A00-01346,0,EU,Majority,36,72594.52,13.24,0.529,6.67,1,0,20194.98,personal,0,0.4651,0.3971878943209722,0
A00-01347,0,EU,Majority,39,92483.91,6.37,0.264,10.21,0,0,32145.79,home_improvement,1,0.8231,0.8438286348855849,1
A00-01348,0,US,Majority,49,63968.8,5.11,0.242,3.3,1,0,34824.09,personal,1,0.4024,0.41000895061533704,0
A00-01349,0,US,Majority,32,68076.26,6.35,0.263,6.34,1,0,34906.16,personal,0,0.5016,0.5098560474448477,0
A00-01350,0,US,Minority,38,42007.36,1.55,0.354,5.42,3,0,24288.3,home_improvement,0,0.1636,0.19719158473050566,0
A00-01351,0,US,Minority,39,96901.31,5.62,0.369,7.37,2,0,35027.31,auto,1,0.6012,0.5964816113452402,1
A00-01352,0,US,Majority,49,71431.0,3.13,0.21,14.42,2,0,16579.25,personal,1,0.6939,0.7176329004088402,1
A00-01353,0,US,Majority,38,88977.34,5.41,0.152,7.3,1,0,42405.41,home_improvement,1,0.7065,0.775406422260012,1
A00-01354,0,EU,Minority,59,62068.05,4.24,0.381,4.34,2,0,16645.93,personal,1,0.3002,0.26611385723156006,0
A00-01355,0,US,Majority,37,70120.07,6.15,0.02,19.49,0,0,9849.78,auto,1,0.9437,0.9441104992119825,1
A00-01356,0,EU,Majority,36,39994.13,4.67,0.318,6.77,0,0,37130.4,home_improvement,1,0.4013,0.4674253658038048,0
A00-01357,0,US,Majority,37,27635.52,4.06,0.217,7.74,1,0,19716.75,home_improvement,0,0.3562,0.3988969202576936,0
A00-01358,0,EU,Minority,25,85286.2,2.9,0.469,5.67,0,0,29238.83,personal,0,0.5731,0.48764054379937016,0
A00-01359,0,US,Majority,28,69983.11,1.6,0.456,7.39,2,0,19379.32,personal,0,0.3611,0.30872023161222223,0
A00-01360,0,US,Majority,33,72422.13,1.34,0.459,8.81,1,0,43800.6,home_improvement,1,0.4555,0.5331196292396613,0
A00-01361,0,US,Majority,51,44767.98,2.23,0.288,12.18,2,0,41889.83,personal,1,0.3585,0.4836262246083155,0
A00-01362,0,EU,Majority,39,51341.78,8.32,0.194,10.12,2,0,38758.51,home_improvement,1,0.4554,0.6000991834326398,1
A00-01363,0,US,Majority,34,88683.74,2.78,0.232,12.81,0,0,31436.0,personal,1,0.8373,0.8402328826738671,1
A00-01364,0,EU,Majority,52,101562.73,3.63,0.365,12.68,0,0,41196.76,personal,0,0.8279,0.848029147336768,1
A00-01365,0,US,Majority,56,56695.79,3.65,0.132,9.33,1,0,23855.13,personal,1,0.5955,0.6249268983474398,1
A00-01366,0,EU,Majority,53,81258.18,4.28,0.497,10.01,1,0,40084.96,auto,0,0.5718,0.598860063321656,1
A00-01367,0,US,Majority,30,72110.47,7.49,0.29,12.93,2,0,24353.05,personal,1,0.6229,0.6459342656984762,1
A00-01368,0,EU,Majority,34,66209.95,4.65,0.39,4.06,0,0,41363.66,personal,0,0.4274,0.41473283374436387,0
A00-01369,0,US,Majority,59,103687.22,9.24,0.116,18.49,1,0,23980.37,home_improvement,1,0.9425,0.9626126952843872,1
A00-01370,0,US,Majority,42,59889.17,2.25,0.219,6.45,0,1,22172.86,personal,0,0.3085,0.2994007296491574,0
A00-01371,0,US,Minority,36,85073.54,8.68,0.146,5.7,5,0,25840.68,auto,1,0.3659,0.40204586445259133,0
A00-01372,0,US,Majority,47,75747.04,12.36,0.453,3.65,0,0,24802.27,personal,1,0.5272,0.4513138795908523,0
A00-01373,0,US,Minority,50,61179.1,5.57,0.356,2.37,4,0,23007.65,auto,0,0.1621,0.15819068552450063,0
A00-01374,0,EU,Minority,33,87568.33,2.64,0.444,11.0,2,0,27788.19,personal,0,0.5549,0.5478625121346229,0
A00-01375,0,US,Majority,41,74012.56,7.58,0.338,17.58,0,0,20796.23,home_improvement,1,0.8598,0.8846071699493298,1
A00-01376,0,US,Majority,49,66667.88,5.64,0.386,6.23,2,0,34556.45,personal,0,0.3299,0.35663439813381936,0
A00-01377,0,EU,Minority,26,87709.4,6.8,0.335,8.49,3,0,42525.89,auto,0,0.4819,0.5331284425304113,0
A00-01378,0,US,Majority,39,92235.98,9.39,0.306,9.38,0,0,31859.33,personal,1,0.7913,0.7800869596362151,1
A00-01379,0,US,Majority,27,91337.3,4.42,0.319,12.5,1,0,48390.4,personal,0,0.7202,0.774963332165905,1
A00-01380,0,EU,Majority,28,18000.0,3.97,0.379,17.37,1,0,33798.54,personal,0,0.3937,0.4978261891923173,0
A00-01381,0,EU,Majority,33,76863.36,21.2,0.382,14.58,0,0,48439.5,auto,1,0.8237,0.8689860340907534,1
A00-01382,0,EU,Majority,44,72530.23,7.64,0.667,7.55,3,0,26377.65,personal,0,0.214,0.2057684061428661,0
A00-01383,0,US,Minority,35,60837.6,10.35,0.577,9.22,3,0,12855.66,auto,0,0.3009,0.25938206372814304,0
A00-01384,0,EU,Minority,32,73085.81,9.08,0.162,9.61,0,0,23342.14,personal,0,0.7809,0.7635387703242194,1
A00-01385,0,US,Majority,40,73450.58,10.42,0.313,8.42,2,0,23474.22,auto,0,0.5647,0.5534132097503286,1
A00-01386,0,EU,Minority,26,74378.34,6.94,0.326,2.72,1,0,20625.86,personal,1,0.4543,0.3655923903706017,0
A00-01387,0,EU,Majority,44,63408.73,9.7,0.484,5.3,5,0,7738.31,auto,0,0.1553,0.13270205016991285,0
A00-01388,0,EU,Minority,51,89965.43,3.65,0.337,11.69,0,1,36458.28,home_improvement,1,0.5524,0.6494933160146299,1
A00-01389,0,US,Majority,38,83299.94,1.57,0.386,13.51,2,0,12593.56,personal,1,0.6568,0.6237449606628537,1
A00-01390,0,US,Minority,37,71808.01,3.04,0.095,6.27,1,0,35925.96,personal,1,0.5983,0.6247775238498037,1
A00-01391,0,EU,Minority,43,70880.4,5.13,0.193,8.14,3,1,45447.97,auto,0,0.1909,0.29111554095387643,0
A00-01392,0,US,Majority,21,90488.34,4.72,0.581,13.29,0,0,18062.43,personal,1,0.757,0.6808114437281774,1
A00-01393,0,US,Majority,45,87912.07,5.66,0.336,1.68,0,0,28478.19,personal,1,0.576,0.4944827122410705,0
A00-01394,0,EU,Minority,70,59357.33,3.5,0.255,5.31,1,0,22538.39,personal,0,0.4426,0.4381582528125922,0
A00-01395,0,EU,Majority,38,87315.9,1.09,0.359,16.57,2,0,31811.96,personal,1,0.7138,0.7614138616745804,1
A00-01396,0,US,Majority,38,71806.99,4.34,0.204,9.7,3,0,15888.44,home_improvement,1,0.5197,0.5665594328036679,1
A00-01397,0,US,Minority,47,97921.61,2.04,0.341,2.58,0,0,23320.6,personal,0,0.6534,0.5512773419985685,1
A00-01398,0,US,Majority,57,89356.83,5.51,0.156,8.97,1,0,33836.72,personal,1,0.7451,0.7744979523564729,1
A00-01399,0,US,Majority,50,56613.42,7.14,0.235,12.59,2,0,27358.33,personal,0,0.5364,0.6085561701739546,1
A00-01400,0,US,Majority,21,112783.5,4.28,0.28,0.5,0,0,15272.35,personal,1,0.7451,0.5830808676900749,1
A00-01401,0,EU,Majority,45,28561.24,2.52,0.464,9.21,0,0,35783.07,auto,1,0.332,0.3543691860432432,0
A00-01402,0,EU,Minority,67,73609.74,5.83,0.431,5.61,2,0,12069.15,auto,1,0.4348,0.3704136502217265,0
A00-01403,0,US,Majority,46,55271.3,21.86,0.407,1.93,2,1,25247.96,home_improvement,1,0.1047,0.13005753021666466,0
A00-01404,0,US,Majority,26,104261.43,7.64,0.327,8.83,0,0,28136.82,personal,1,0.8242,0.784874269372379,1
A00-01405,0,EU,Majority,42,73303.32,7.97,0.429,7.95,0,0,24043.52,personal,1,0.6157,0.5640466293835571,1
A00-01406,0,EU,Minority,25,46417.89,4.0,0.27,7.0,0,0,44716.83,personal,1,0.431,0.4717585035640882,0
A00-01407,0,EU,Majority,53,63436.6,3.2,0.242,7.11,0,0,32545.79,auto,0,0.6311,0.6306163930025277,1
A00-01408,0,US,Minority,28,47935.3,10.44,0.424,3.01,1,0,21715.38,auto,0,0.3055,0.24335053232958756,0
A00-01409,0,EU,Minority,40,55690.24,0.77,0.342,1.28,0,0,32568.8,auto,1,0.3661,0.31051012381022863,0
A00-01410,0,US,Minority,30,55255.7,3.43,0.373,4.34,0,0,27636.76,home_improvement,1,0.4247,0.41118785423582954,0
A00-01411,0,US,Minority,33,47228.04,13.96,0.355,10.54,0,0,24535.89,personal,0,0.5852,0.5801491291866705,1
A00-01412,0,EU,Minority,55,66631.21,5.3,0.525,8.03,1,0,30660.27,home_improvement,0,0.4164,0.4604081710757316,0
A00-01413,0,US,Minority,40,68933.26,1.74,0.532,6.82,0,0,22823.36,home_improvement,0,0.494,0.45783103377266254,0
A00-01414,0,US,Majority,33,49570.18,7.27,0.255,4.34,0,0,26548.58,personal,0,0.4562,0.4169945893573067,0
A00-01415,0,US,Minority,26,29992.89,4.3,0.164,5.6,2,0,20406.77,personal,0,0.25,0.24910041879177808,0
A00-01416,0,US,Majority,21,74408.17,1.43,0.245,11.45,1,0,11887.09,auto,1,0.7473,0.6845255588604511,1
A00-01417,0,US,Majority,25,78606.49,6.47,0.222,10.52,1,0,37084.26,personal,1,0.6877,0.7171023415402363,1
A00-01418,0,EU,Minority,40,75374.12,5.89,0.475,5.19,3,0,25224.48,personal,1,0.2567,0.24023999319273784,0
A00-01419,0,US,Minority,50,71972.31,5.69,0.485,0.5,1,0,26749.42,personal,0,0.2831,0.226199834886143,0
A00-01420,0,US,Minority,33,91381.62,7.57,0.251,4.4,1,0,20282.59,auto,1,0.6902,0.6081172051485964,1
A00-01421,0,EU,Majority,56,87444.29,2.4,0.239,6.57,1,0,24303.18,home_improvement,1,0.6694,0.6867657198673758,1
A00-01422,0,US,Majority,31,119416.74,6.86,0.153,4.87,1,1,21781.26,home_improvement,0,0.6273,0.6186458001275169,1
A00-01423,0,EU,Majority,36,127412.3,6.16,0.346,6.85,0,0,43371.95,home_improvement,0,0.8556,0.8636038164990572,1
A00-01424,0,US,Majority,27,35096.05,10.31,0.325,11.77,2,0,35892.82,personal,0,0.325,0.40853538384257776,0
A00-01425,0,EU,Majority,50,26754.37,3.4,0.425,8.35,0,0,24592.75,auto,0,0.3531,0.3396773412681317,0
A00-01426,0,US,Majority,62,68359.57,11.36,0.39,12.46,2,0,22777.32,personal,1,0.5561,0.599165891607694,1
A00-01427,0,EU,Majority,21,78080.42,8.99,0.403,2.47,1,0,11779.63,auto,0,0.508,0.35838045973673943,0
A00-01428,0,US,Minority,35,60058.18,5.17,0.19,5.88,1,0,30527.78,home_improvement,0,0.5048,0.5543056629186571,1
A00-01429,0,EU,Majority,53,81868.03,5.68,0.255,0.74,1,0,20582.2,home_improvement,0,0.5051,0.4716886814937803,0
A00-01430,0,US,Minority,23,56365.4,0.83,0.489,5.39,0,0,15089.89,auto,0,0.4409,0.313893384476418,0
A00-01431,0,EU,Majority,45,55314.94,5.59,0.265,4.32,1,0,26999.53,personal,0,0.3844,0.37094369111291675,0
A00-01432,0,US,Majority,52,58185.07,8.63,0.135,13.63,0,0,24053.66,personal,1,0.7939,0.8203788095442193,1
A00-01433,0,US,Majority,40,64696.8,4.68,0.427,10.14,2,0,16161.01,auto,0,0.4805,0.4418163786178334,0
A00-01434,0,US,Majority,45,84526.73,10.29,0.261,12.56,1,0,11935.5,personal,1,0.806,0.7826156495661513,1
A00-01435,0,US,Minority,58,52251.93,7.34,0.503,5.38,3,1,28303.75,personal,0,0.0541,0.0679098494497138,0
A00-01436,0,US,Majority,60,63009.59,16.38,0.328,4.42,0,0,19938.43,home_improvement,0,0.5874,0.585214010705926,1
A00-01437,0,EU,Majority,38,79334.12,3.56,0.297,4.29,1,0,31521.58,personal,0,0.4976,0.4673332206735375,0
A00-01438,0,US,Minority,33,57722.87,8.15,0.539,8.16,0,0,24935.67,personal,0,0.4588,0.4040279259523931,0
A00-01439,0,US,Minority,29,82717.5,2.08,0.219,14.34,1,0,35969.06,personal,1,0.7739,0.8093284923917847,1
A00-01440,0,US,Majority,50,51029.38,4.95,0.502,10.15,0,0,19279.45,personal,1,0.4874,0.4474326659612737,0
A00-01441,0,US,Majority,24,46909.09,7.6,0.253,7.0,1,0,26450.04,personal,1,0.4173,0.4090776823841659,0
A00-01442,0,US,Majority,36,74287.95,8.45,0.349,7.74,2,0,33257.34,personal,1,0.4505,0.47282423116032263,0
A00-01443,0,EU,Majority,40,76181.48,4.44,0.351,8.37,1,0,19701.08,auto,1,0.6326,0.5764834556101943,1
A00-01444,0,US,Majority,33,52065.77,10.94,0.279,16.61,0,0,34504.04,personal,1,0.752,0.8057873294361552,1
A00-01445,0,EU,Majority,42,94028.31,12.31,0.239,13.43,4,0,17367.72,personal,0,0.6579,0.6947680444175088,1
A00-01446,0,US,Minority,67,98073.8,3.59,0.331,8.14,1,0,16165.76,home_improvement,0,0.7417,0.7352505195460992,1
A00-01447,0,US,Majority,38,56570.77,5.05,0.208,8.94,2,0,10062.04,personal,0,0.4928,0.4601863845288347,0
A00-01448,0,EU,Majority,34,96758.71,4.72,0.565,9.7,3,0,25799.02,auto,0,0.4781,0.4457001841711355,0
A00-01449,0,US,Majority,50,23239.49,4.0,0.272,10.48,2,1,22027.76,auto,0,0.1191,0.15768249546630403,0
A00-01450,0,US,Minority,42,81946.13,11.87,0.514,5.45,1,0,33324.36,auto,0,0.5042,0.4668112219754077,0
A00-01451,0,EU,Majority,55,52202.51,11.79,0.453,5.12,0,0,24050.53,personal,0,0.4126,0.37389512997982516,0
